Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Date,,,,,
2015-01-02,62.57314682006836,62.603430947279726,62.39901453262965,62.406587008459155,2218800
2015-01-05,62.75482940673828,62.77754105218463,62.61098128410454,62.64126540340139,5820100
2015-01-06,62.9365234375,63.12579483626367,62.860816033215464,62.860816033215464,3887600
2015-01-07,62.974395751953125,63.05010317514126,62.87597667941916,62.944111627456635,2433400
2015-01-08,62.87598419189453,62.921407496013394,62.81541593566482,62.921407496013394,1873400
2015-01-09,62.981937408447266,63.05764479458986,62.838089331504015,62.84566180294927,1646100
2015-01-12,63.06523895263672,63.08795059867914,62.98952576435488,63.0273823584958,4397900
2015-01-13,63.125797271728516,63.19393798148683,63.012239048972866,63.07280150907424,2223400
2015-01-14,63.26962661743164,63.38319058259928,63.25448745092411,63.32262236436278,2481200
2015-01-15,63.549774169921875,63.56491334211709,63.25451121521961,63.25451121521961,4214500
2015-01-16,63.360530853271484,63.48166161287837,63.277250928994526,63.45137747894967,3631300
2015-01-20,63.29240036010742,63.46653271437673,63.269688700009006,63.36810781913843,3029500
2015-01-21,63.17121124267578,63.44376246437523,63.16363877093314,63.4361899926326,2473900
2015-01-22,63.18635940551758,63.31506256294736,63.11822447844453,63.31506256294736,2157400
2015-01-23,63.39078903198242,63.421067377405784,63.2999366673956,63.32264831451591,6255000
2015-01-26,63.315059661865234,63.4059120032375,63.27720885170487,63.39077283439418,7810500
2015-01-27,63.35293197631836,63.51191928111241,63.3150753806555,63.48920763415691,1154100
2015-01-28,63.58004379272461,63.66331788496794,63.307492546515704,63.32263171525884,1394600
2015-01-29,63.51192855834961,63.57249680981523,63.41350948179777,63.54978515954221,1551300
2015-01-30,63.86016845703125,63.86016845703125,63.678469532468114,63.74660446314004,10474400
2015-02-02,63.78430938720703,63.860169680649996,63.65534630957706,63.68568579673873,6070500
2015-02-03,63.58708953857422,63.71605265989939,63.549156485115596,63.67053762596612,1237200
2015-02-04,63.609832763671875,63.617420530213046,63.38983383613821,63.45811215946868,2945700
2015-02-05,63.47328567504883,63.54156400243498,63.427770648638315,63.48846120903259,2128200
2015-02-06,63.063621520996094,63.283620421294465,63.048451777561766,63.253275146656485,2907700
2015-02-09,63.040924072265625,63.18506281717748,63.01057876871709,63.16988727151578,1384600
2015-02-10,62.92710876464844,62.99538712085064,62.889181489223084,62.96504182784664,1447900
2015-02-11,62.92710876464844,63.00297489104484,62.88159371902887,62.96504182784664,1904000
2015-02-12,62.957420349121094,63.04086841325927,62.93466283849609,62.95742034912109,4662900
2015-02-13,62.81330108642578,62.98777923074991,62.81330108642578,62.98777923074991,1883000
2015-02-17,62.56293487548828,62.81327903408499,62.54017736793748,62.798103503871815,5281500
2015-02-18,62.73744583129883,62.828481696971345,62.578137407200934,62.653997734708696,3813000
2015-02-19,62.684303283691406,62.82085410174591,62.661545778643706,62.76775132737851,1322700
2015-02-20,62.69950866699219,62.873986813948925,62.60847281568579,62.77536898252864,3145800
2015-02-23,62.82848358154297,62.881586391168454,62.7753807719175,62.81331383069519,3952700
2015-02-24,63.08639907836914,63.13191410673004,62.722261488170034,62.82846707952589,2542200
2015-02-25,63.14705276489258,63.16222829205539,63.02567748642906,63.07878025596331,4934600
2015-02-26,62.97260665893555,63.1470847954351,62.965018891505345,63.07122448444527,2187500
2015-02-27,63.02569580078125,63.048453310370675,62.91190246506465,62.98776275961922,4094400
2015-03-02,62.8220100402832,63.08804279587165,62.80680485477578,63.057638223935946,2476100
2015-03-03,62.74598693847656,62.86759939889815,62.73078175650025,62.806790269148465,2648100
2015-03-04,62.74598693847656,62.82959804211294,62.71558237360172,62.78398829526178,1425400
2015-03-05,62.78398513793945,62.84479426463113,62.70797662911361,62.76118316519945,1340800
2015-03-06,62.41913986206055,62.56355428421568,62.350728147079856,62.56355428421568,1580000
2015-03-09,62.495140075683594,62.555949192247006,62.464735517401884,62.54074401356789,1982300
2015-03-10,62.738372802734375,62.745975392323544,62.65476171448363,62.66996109458525,3766100
2015-03-11,62.80677032470703,62.85238005707471,62.715562458123564,62.73836442476943,4829700
2015-03-12,62.85239791870117,63.004414938925,62.821993354840885,62.98921555653366,8421500
2015-03-13,62.79157638549805,62.913188817835106,62.76877441687713,62.79157638549805,2114500
2015-03-16,62.91318130493164,62.989195590025915,62.837172818913125,62.95118844747878,1203700
2015-03-17,62.966392517089844,62.966392517089844,62.89038402540744,62.92078858189564,1471300
2015-03-18,63.35406494140625,63.35406494140625,62.91320742078875,63.034825688163856,5534300
2015-03-19,63.16408157348633,63.33130389967069,63.126080189678376,63.316104505963885,1208100
2015-03-20,63.331260681152344,63.338863272358545,63.2020456260368,63.2020456260368,1011200
2015-03-23,63.36165237426758,63.36925496392922,63.25523931531167,63.36165237426758,1572700
2015-03-24,63.46808624267578,63.506093404368734,63.338871171445625,63.399680310522875,2300500
2015-03-25,63.369232177734375,63.54405108355368,63.354027003878535,63.54405108355368,1559900
2015-03-26,63.16408157348633,63.28569991946838,63.10327240049531,63.278097323074014,2342500
2015-03-27,63.224853515625,63.30846462948159,63.18684635511619,63.22485351562501,6542300
2015-03-30,63.300846099853516,63.331250660789685,63.24763956798447,63.31605127986012,1634800
2015-03-31,63.369232177734375,63.42243868808043,63.2704159448955,63.316025667388324,1996000
2015-04-01,63.62147521972656,63.651949620288036,63.499577617480654,63.514817723960185,3132700
2015-04-02,63.537628173828125,63.651905643881214,63.51477384229623,63.644285595906055,791200
2015-04-06,63.590972900390625,63.69763034933046,63.530024126026426,63.690010299436175,1768800
2015-04-07,63.62903594970703,63.64427604336993,63.484289934265774,63.53761863730049,977400
2015-04-08,63.583343505859375,63.64429227126613,63.49192035774924,63.629052173717355,3470700
2015-04-09,63.446197509765625,63.59856938922765,63.38524875798082,63.59856938922765,1025400
2015-04-10,63.415706634521484,63.522364016198594,63.385232266557836,63.499509693323695,4290100
2015-04-13,63.43098831176758,63.49955132534403,63.38527382365476,63.46146269971106,6046400
2015-04-14,63.54520034790039,63.68232623378343,63.53758030566604,63.63661760515575,1398100
2015-04-15,63.606178283691406,63.67474707679067,63.583323956789116,63.65189274988838,1022400
2015-04-16,63.590972900390625,63.65953591225407,63.52240407613214,63.62144728757273,1289900
2015-04-17,63.69760513305664,63.735699555052406,63.53761902298135,63.57570763258438,1693900
2015-04-20,63.62903594970703,63.682364652741754,63.55285291857068,63.65189609020137,2463600
2015-04-21,63.552886962890625,63.6290700348371,63.507178282201906,63.598601455975164,1788000
2015-04-22,63.316680908203125,63.537615757158534,63.316680908203125,63.5299957106725,1501300
2015-04-23,63.438575744628906,63.51476458849299,63.33953838495542,63.377632806887455,5518000
2015-04-24,63.537628173828125,63.59857693284225,63.48429946278917,63.522388077877814,1597900
2015-04-27,63.49190139770508,63.568090237909004,63.44619274349669,63.568090237909004,1591400
2015-04-28,63.29383850097656,63.45382463295805,63.2785984051344,63.438584537115894,1217700
2015-04-29,63.09577941894531,63.17196248690746,63.01959635098317,63.103399469460186,1905200
2015-04-30,63.16432571411133,63.16432571411133,62.90529640057743,62.99671953695294,4229900
2015-05-01,62.97274398803711,63.071971669959986,62.9116781113634,63.01854048376112,7173200
2015-05-04,62.88108825683594,63.04901635390893,62.86582471326442,63.02611812677303,1190000
2015-05-05,62.781883239746094,62.911643789213514,62.697919161017914,62.911643789213514,4175700
2015-05-06,62.6063232421875,62.74371848421083,62.55289208270951,62.74371848421083,3938900
2015-05-07,62.736087799072266,62.781884270563445,62.652123718965484,62.66738726827606,3602900
2015-05-08,62.90401840209961,63.01088072210187,62.8582161052703,62.95744956210074,1735900
2015-05-11,62.57582473754883,62.835345966873746,62.53002242023799,62.78191478297966,929200
2015-05-12,62.49945068359375,62.61394767044777,62.40022306755154,62.476552450934676,2139600
2015-05-13,62.46897888183594,62.71324246533024,62.43845175746351,62.67507482451817,2372000
2015-05-14,62.591094970703125,62.63689146933668,62.5147655317929,62.552927339466564,1485300
2015-05-15,62.84297561645508,62.87350855102587,62.697945633134275,62.71321501220057,1402700
2015-05-18,62.613975524902344,62.78953842598726,62.60634083610007,62.78953842598726,3747700
2015-05-19,62.47655487060547,62.56815362834798,62.407860169967755,62.43839308921526,4856500
2015-05-20,62.47655487060547,62.56051894264638,62.42312371781206,62.49945310415138,4097400
2015-05-21,62.67502212524414,62.7131897339636,62.552890436189436,62.5910580449089,2314100
2015-05-22,62.636878967285156,62.65977721203154,62.52238774355321,62.63687896728515,816600
2015-05-26,62.78953552246094,62.82769731758514,62.613972629494434,62.636870871281154,1178300
2015-05-27,62.82007598876953,62.85060309910663,62.69794425317445,62.80480661003931,2564500
2015-05-28,62.82767868041992,62.88110983659281,62.78188221043152,62.8429480527889,1073300
2015-05-29,62.85055160522461,62.942150331873464,62.8123898367886,62.91161742299051,2494300
2015-06-01,62.64104461669922,62.86285120949509,62.61045000024533,62.86285120949509,1362800
2015-06-02,62.46512985229492,62.58750832363796,62.41159072991401,62.56456381909282,1510000
2015-06-03,62.18977737426758,62.35804483642972,62.120943868106366,62.350394723969785,1390000
2015-06-04,62.342742919921875,62.41922652930881,62.25860919899864,62.27390358674589,1111300
2015-06-05,62.097984313964844,62.220356907031245,62.02914498916371,62.15916769283572,4115300
2015-06-08,62.174468994140625,62.21270787718364,62.12858000035912,62.159168772663634,4954500
2015-06-09,61.990909576416016,62.10563206529784,61.960314967605875,62.10563206529784,2883300
2015-06-10,61.86086654663086,61.95265035157191,61.822627671064794,61.89146114827788,1222800
2015-06-11,62.15153503417969,62.15917931088942,61.90678396697627,61.95267296853762,1815900
2015-06-12,62.10564422607422,62.27391168981563,62.04446083179871,62.08269972380514,1785100
2015-06-15,62.11326599121094,62.28153337815808,62.097971608453676,62.24328866827975,2082900
2015-06-16,62.27392578125,62.27392578125,62.12860862222121,62.212736537802385,2250700
2015-06-17,62.29684066772461,62.31214088897526,62.029145149084826,62.24330156399665,865700
2015-06-18,62.25095748901367,62.28920221038779,62.10563455018228,62.23566310165915,1210300
2015-06-19,62.4268913269043,62.44983583158559,62.34275758618842,62.37335220420571,1176700
2015-06-22,62.12861633300781,62.32747264590147,62.113316102583276,62.27393351007192,1020000
2015-06-23,61.98328399658203,62.12860698711363,61.95268937566342,61.98328399658203,1096000
2015-06-24,62.097984313964844,62.128578921062605,62.013850603277156,62.067389706867075,6836900
2015-06-25,62.01385498046875,62.10563297291546,61.98326037121149,62.07504419898326,2894500
2015-06-26,61.89912033081055,61.937365047306194,61.83793111854728,61.906770441174565,963000
2015-06-29,62.21271896362305,62.25861380090785,62.01386273158342,62.09799645872549,2168400
2015-06-30,62.15153503417969,62.31980248700561,62.136234810108746,62.15153503417969,1547800
2015-07-01,62.00055694580078,62.10018490576763,61.94691022165641,61.977566327889534,5399300
2015-07-02,62.153812408447266,62.215124601952326,62.123156311694736,62.123156311694736,1060100
2015-07-06,62.36846160888672,62.41444872353023,62.24584294630707,62.41444872353023,2210700
2015-07-07,62.42972183227539,62.66729931286957,62.4297218322754,62.60599295620413,4183200
2015-07-08,62.605979919433594,62.65962662475319,62.50634614737408,62.56765833832573,1967800
2015-07-09,62.39906311035156,62.52168751264071,62.36840700977928,62.50635653882791,1670900
2015-07-10,62.10783767700195,62.19980597687007,62.03885999033757,62.092506703497335,2038300
2015-07-13,61.962196350097656,62.08482069784615,61.9545308666007,61.96986183359462,2846500
2015-07-14,62.07719039916992,62.13083711995371,62.04653429485718,62.07719039916992,1567700
2015-07-15,62.25345993041992,62.27645054629757,62.06186366870099,62.08485428457864,2631000
2015-07-16,62.25345993041992,62.29177567453138,62.115510388100134,62.13083551633394,1063100
2015-07-17,62.26115798950195,62.3224702343779,62.23050186706397,62.26882348187582,807900
2015-07-20,62.176841735839844,62.24581945824758,62.13852597632997,62.222828833130414,1026900
2015-07-21,62.291751861572266,62.330073438087986,62.15380237198796,62.169133341414906,1422900
2015-07-22,62.31476593017578,62.406734240208614,62.3071062896301,62.32243141777531,1624100
2015-07-23,62.460384368896484,62.49104047391422,62.299444202843986,62.345425436843506,1178400
2015-07-24,62.498756408691406,62.544737679805365,62.46043478472385,62.52940669139479,804300
2015-07-27,62.62131881713867,62.62898430445673,62.54468148511899,62.60599368955619,2022800
2015-07-28,62.514015197753906,62.575327392201764,62.50634971168475,62.54467129497783,1434700
2015-07-29,62.460384368896484,62.52169657893196,62.41440313489696,62.51403109091398,1020500
2015-07-30,62.4834098815918,62.521731496029346,62.41443799207314,62.445094114211685,788000
2015-07-31,62.69794464111328,62.71327561293544,62.628972809071264,62.67495403043261,1589100
2015-08-03,62.84310531616211,62.85846216717118,62.69718886536852,62.743265277552936,2085800
2015-08-04,62.62813186645508,62.8047621817709,62.61276914215474,62.78940531663314,1007300
